IoTDeviceID,timestamp,Location,Type,Value,Unit
Humd9,2024-05-11 08:00:00,Silo9,humidity,18.8,percentage
InTemp9,2024-05-11 08:00:00,Silo9,intemperature,14.9,celsius
Temp9,2024-05-11 14:00:00,Silo9,temperature,9.8,celsius
Humd9,2024-05-11 14:00:00,Silo9,humidity,8.5,percentage
InTemp9,2024-05-11 14:00:00,Silo9,intemperature,13.5,celsius
GrainTemp25,2024-05-11 08:00:00,Silo9,graintemperature,12.8,celsius
GrainTemp26,2024-05-11 08:00:00,Silo9,graintemperature,6.9,celsius
GrainTemp27,2024-05-11 08:00:00,Silo9,graintemperature,7.4,celsius
GrainTemp25,2024-05-11 09:00:00,Silo9,graintemperature,5.1,celsius
GrainTemp26,2024-05-11 09:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp27,2024-05-11 09:00:00,Silo9,graintemperature,7.3,celsius
GrainTemp25,2024-05-11 10:00:00,Silo9,graintemperature,4.8,celsius
GrainTemp26,2024-05-11 10:00:00,Silo9,graintemperature,6.8,celsius
GrainTemp27,2024-05-11 10:00:00,Silo9,graintemperature,14.8,celsius
GrainTemp25,2024-05-11 11:00:00,Silo9,graintemperature,5.9,celsius
GrainTemp26,2024-05-11 11:00:00,Silo9,graintemperature,6.2,celsius
GrainTemp27,2024-05-11 11:00:00,Silo9,graintemperature,2.0,celsius
GrainTemp25,2024-05-11 12:00:00,Silo9,graintemperature,13.4,celsius
GrainTemp26,2024-05-11 12:00:00,Silo9,graintemperature,10.1,celsius
GrainTemp27,2024-05-11 12:00:00,Silo9,graintemperature,4.2,celsius
GrainTemp25,2024-05-11 13:00:00,Silo9,graintemperature,2.1,celsius
GrainTemp26,2024-05-11 13:00:00,Silo9,graintemperature,10.9,celsius
GrainTemp27,2024-05-11 13:00:00,Silo9,graintemperature,13.4,celsius
GrainTemp25,2024-05-11 14:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp26,2024-05-11 14:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp27,2024-05-11 14:00:00,Silo9,graintemperature,4.1,celsius
GrainTemp25,2024-05-11 15:00:00,Silo9,graintemperature,10.9,celsius
GrainTemp26,2024-05-11 15:00:00,Silo9,graintemperature,10.2,celsius
GrainTemp27,2024-05-11 15:00:00,Silo9,graintemperature,9.8,celsius
GrainTemp25,2024-05-11 16:00:00,Silo9,graintemperature,3.3,celsius
GrainTemp26,2024-05-11 16:00:00,Silo9,graintemperature,5.0,celsius
GrainTemp27,2024-05-11 16:00:00,Silo9,graintemperature,4.2,celsius
GrainTemp25,2024-05-11 17:00:00,Silo9,graintemperature,12.7,celsius
GrainTemp26,2024-05-11 17:00:00,Silo9,graintemperature,5.9,celsius
GrainTemp27,2024-05-11 17:00:00,Silo9,graintemperature,6.8,celsius
Temp9,2024-05-12 08:00:00,Silo9,temperature,14.8,celsius
Humd9,2024-05-12 08:00:00,Silo9,humidity,34.9,percentage
InTemp9,2024-05-12 08:00:00,Silo9,intemperature,24.9,celsius
Temp9,2024-05-12 14:00:00,Silo9,temperature,10.3,celsius
Humd9,2024-05-12 14:00:00,Silo9,humidity,17.0,percentage
InTemp9,2024-05-12 14:00:00,Silo9,intemperature,15.2,celsius
GrainTemp25,2024-05-12 08:00:00,Silo9,graintemperature,10.3,celsius
GrainTemp26,2024-05-12 08:00:00,Silo9,graintemperature,13.9,celsius
GrainTemp27,2024-05-12 08:00:00,Silo9,graintemperature,12.9,celsius
GrainTemp25,2024-05-12 09:00:00,Silo9,graintemperature,2.1,celsius
GrainTemp26,2024-05-12 09:00:00,Silo9,graintemperature,6.4,celsius
GrainTemp27,2024-05-12 09:00:00,Silo9,graintemperature,9.7,celsius
GrainTemp25,2024-05-12 10:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp26,2024-05-12 10:00:00,Silo9,graintemperature,1.2,celsius
GrainTemp27,2024-05-12 10:00:00,Silo9,graintemperature,3.4,celsius
GrainTemp25,2024-05-12 11:00:00,Silo9,graintemperature,5.7,celsius
GrainTemp26,2024-05-12 11:00:00,Silo9,graintemperature,12.2,celsius
GrainTemp27,2024-05-12 11:00:00,Silo9,graintemperature,12.2,celsius
GrainTemp25,2024-05-12 12:00:00,Silo9,graintemperature,5.2,celsius
GrainTemp26,2024-05-12 12:00:00,Silo9,graintemperature,11.9,celsius
GrainTemp27,2024-05-12 12:00:00,Silo9,graintemperature,4.1,celsius
GrainTemp25,2024-05-12 13:00:00,Silo9,graintemperature,1.1,celsius
GrainTemp26,2024-05-12 13:00:00,Silo9,graintemperature,8.6,celsius
GrainTemp27,2024-05-12 13:00:00,Silo9,graintemperature,6.8,celsius
GrainTemp25,2024-05-12 14:00:00,Silo9,graintemperature,7.9,celsius
GrainTemp26,2024-05-12 14:00:00,Silo9,graintemperature,6.9,celsius
GrainTemp27,2024-05-12 14:00:00,Silo9,graintemperature,1.9,celsius
GrainTemp25,2024-05-12 15:00:00,Silo9,graintemperature,14.5,celsius
GrainTemp26,2024-05-12 15:00:00,Silo9,graintemperature,5.4,celsius
GrainTemp27,2024-05-12 15:00:00,Silo9,graintemperature,4.7,celsius
GrainTemp25,2024-05-12 16:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp26,2024-05-12 16:00:00,Silo9,graintemperature,9.6,celsius
GrainTemp27,2024-05-12 16:00:00,Silo9,graintemperature,7.0,celsius
GrainTemp25,2024-05-12 17:00:00,Silo9,graintemperature,3.0,celsius
GrainTemp26,2024-05-12 17:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp27,2024-05-12 17:00:00,Silo9,graintemperature,12.7,celsius
Temp9,2024-05-13 08:00:00,Silo9,temperature,18.1,celsius
Humd9,2024-05-13 08:00:00,Silo9,humidity,13.9,percentage
InTemp9,2024-05-13 08:00:00,Silo9,intemperature,18.9,celsius
Temp9,2024-05-13 14:00:00,Silo9,temperature,22.2,celsius
Humd9,2024-05-13 14:00:00,Silo9,humidity,24.6,percentage
InTemp9,2024-05-13 14:00:00,Silo9,intemperature,11.9,celsius
GrainTemp25,2024-05-13 08:00:00,Silo9,graintemperature,9.3,celsius
GrainTemp26,2024-05-13 08:00:00,Silo9,graintemperature,12.3,celsius
GrainTemp27,2024-05-13 08:00:00,Silo9,graintemperature,3.8,celsius
GrainTemp25,2024-05-13 09:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp26,2024-05-13 09:00:00,Silo9,graintemperature,14.0,celsius
GrainTemp27,2024-05-13 09:00:00,Silo9,graintemperature,1.2,celsius
GrainTemp25,2024-05-13 10:00:00,Silo9,graintemperature,1.3,celsius
GrainTemp26,2024-05-13 10:00:00,Silo9,graintemperature,3.2,celsius
GrainTemp27,2024-05-13 10:00:00,Silo9,graintemperature,10.1,celsius
GrainTemp25,2024-05-13 11:00:00,Silo9,graintemperature,14.1,celsius
GrainTemp26,2024-05-13 11:00:00,Silo9,graintemperature,1.2,celsius
GrainTemp27,2024-05-13 11:00:00,Silo9,graintemperature,9.0,celsius
GrainTemp25,2024-05-13 12:00:00,Silo9,graintemperature,11.4,celsius
GrainTemp26,2024-05-13 12:00:00,Silo9,graintemperature,13.4,celsius
GrainTemp27,2024-05-13 12:00:00,Silo9,graintemperature,8.2,celsius
GrainTemp25,2024-05-13 13:00:00,Silo9,graintemperature,6.0,celsius
GrainTemp26,2024-05-13 13:00:00,Silo9,graintemperature,5.4,celsius
GrainTemp27,2024-05-13 13:00:00,Silo9,graintemperature,1.0,celsius
GrainTemp25,2024-05-13 14:00:00,Silo9,graintemperature,6.4,celsius
GrainTemp26,2024-05-13 14:00:00,Silo9,graintemperature,8.0,celsius
GrainTemp27,2024-05-13 14:00:00,Silo9,graintemperature,5.0,celsius
GrainTemp25,2024-05-13 15:00:00,Silo9,graintemperature,1.2,celsius
GrainTemp26,2024-05-13 15:00:00,Silo9,graintemperature,14.0,celsius
GrainTemp27,2024-05-13 15:00:00,Silo9,graintemperature,14.4,celsius
GrainTemp25,2024-05-13 16:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp26,2024-05-13 16:00:00,Silo9,graintemperature,14.2,celsius
GrainTemp27,2024-05-13 16:00:00,Silo9,graintemperature,8.8,celsius
GrainTemp25,2024-05-13 17:00:00,Silo9,graintemperature,4.5,celsius
GrainTemp26,2024-05-13 17:00:00,Silo9,graintemperature,10.6,celsius
GrainTemp27,2024-05-13 17:00:00,Silo9,graintemperature,11.7,celsius
Temp9,2024-05-14 08:00:00,Silo9,temperature,11.3,celsius
Humd9,2024-05-14 08:00:00,Silo9,humidity,28.4,percentage
InTemp9,2024-05-14 08:00:00,Silo9,intemperature,12.8,celsius
Temp9,2024-05-14 14:00:00,Silo9,temperature,14.6,celsius
Humd9,2024-05-14 14:00:00,Silo9,humidity,25.2,percentage
InTemp9,2024-05-14 14:00:00,Silo9,intemperature,9.7,celsius
GrainTemp25,2024-05-14 08:00:00,Silo9,graintemperature,9.5,celsius
GrainTemp26,2024-05-14 08:00:00,Silo9,graintemperature,3.0,celsius
GrainTemp27,2024-05-14 08:00:00,Silo9,graintemperature,3.7,celsius
GrainTemp25,2024-05-14 09:00:00,Silo9,graintemperature,8.2,celsius
GrainTemp26,2024-05-14 09:00:00,Silo9,graintemperature,13.9,celsius
GrainTemp27,2024-05-14 09:00:00,Silo9,graintemperature,3.8,celsius
GrainTemp25,2024-05-14 10:00:00,Silo9,graintemperature,3.1,celsius
GrainTemp26,2024-05-14 10:00:00,Silo9,graintemperature,1.1,celsius
GrainTemp27,2024-05-14 10:00:00,Silo9,graintemperature,14.2,celsius
GrainTemp25,2024-05-14 11:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp26,2024-05-14 11:00:00,Silo9,graintemperature,14.8,celsius
GrainTemp27,2024-05-14 11:00:00,Silo9,graintemperature,14.8,celsius
GrainTemp25,2024-05-14 12:00:00,Silo9,graintemperature,3.3,celsius
GrainTemp26,2024-05-14 12:00:00,Silo9,graintemperature,3.0,celsius
GrainTemp27,2024-05-14 12:00:00,Silo9,graintemperature,7.3,celsius
GrainTemp25,2024-05-14 13:00:00,Silo9,graintemperature,12.5,celsius
GrainTemp26,2024-05-14 13:00:00,Silo9,graintemperature,5.2,celsius
GrainTemp27,2024-05-14 13:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp25,2024-05-14 14:00:00,Silo9,graintemperature,3.8,celsius
GrainTemp26,2024-05-14 14:00:00,Silo9,graintemperature,11.8,celsius
GrainTemp27,2024-05-14 14:00:00,Silo9,graintemperature,13.4,celsius
GrainTemp25,2024-05-14 15:00:00,Silo9,graintemperature,6.7,celsius
GrainTemp26,2024-05-14 15:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp27,2024-05-14 15:00:00,Silo9,graintemperature,2.9,celsius
GrainTemp25,2024-05-14 16:00:00,Silo9,graintemperature,13.3,celsius
GrainTemp26,2024-05-14 16:00:00,Silo9,graintemperature,12.9,celsius
GrainTemp27,2024-05-14 16:00:00,Silo9,graintemperature,2.8,celsius
GrainTemp25,2024-05-14 17:00:00,Silo9,graintemperature,14.1,celsius
GrainTemp26,2024-05-14 17:00:00,Silo9,graintemperature,9.0,celsius
GrainTemp27,2024-05-14 17:00:00,Silo9,graintemperature,1.7,celsius
Temp9,2024-05-15 08:00:00,Silo9,temperature,11.0,celsius
Humd9,2024-05-15 08:00:00,Silo9,humidity,30.8,percentage
InTemp9,2024-05-15 08:00:00,Silo9,intemperature,7.7,celsius
Temp9,2024-05-15 14:00:00,Silo9,temperature,16.5,celsius
Humd9,2024-05-15 14:00:00,Silo9,humidity,31.4,percentage
InTemp9,2024-05-15 14:00:00,Silo9,intemperature,8.1,celsius
GrainTemp25,2024-05-15 08:00:00,Silo9,graintemperature,13.9,celsius
GrainTemp26,2024-05-15 08:00:00,Silo9,graintemperature,3.4,celsius
GrainTemp27,2024-05-15 08:00:00,Silo9,graintemperature,11.8,celsius
GrainTemp25,2024-05-15 09:00:00,Silo9,graintemperature,14.7,celsius
GrainTemp26,2024-05-15 09:00:00,Silo9,graintemperature,10.9,celsius
GrainTemp27,2024-05-15 09:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp25,2024-05-15 10:00:00,Silo9,graintemperature,11.2,celsius
GrainTemp26,2024-05-15 10:00:00,Silo9,graintemperature,2.3,celsius
GrainTemp27,2024-05-15 10:00:00,Silo9,graintemperature,7.5,celsius
GrainTemp25,2024-05-15 11:00:00,Silo9,graintemperature,4.5,celsius
GrainTemp26,2024-05-15 11:00:00,Silo9,graintemperature,6.4,celsius
GrainTemp27,2024-05-15 11:00:00,Silo9,graintemperature,10.8,celsius
GrainTemp25,2024-05-15 12:00:00,Silo9,graintemperature,11.8,celsius
GrainTemp26,2024-05-15 12:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp27,2024-05-15 12:00:00,Silo9,graintemperature,1.9,celsius
GrainTemp25,2024-05-15 13:00:00,Silo9,graintemperature,14.3,celsius
GrainTemp26,2024-05-15 13:00:00,Silo9,graintemperature,14.9,celsius
GrainTemp27,2024-05-15 13:00:00,Silo9,graintemperature,11.3,celsius
GrainTemp25,2024-05-15 14:00:00,Silo9,graintemperature,9.1,celsius
GrainTemp26,2024-05-15 14:00:00,Silo9,graintemperature,13.9,celsius
GrainTemp27,2024-05-15 14:00:00,Silo9,graintemperature,12.7,celsius
GrainTemp25,2024-05-15 15:00:00,Silo9,graintemperature,3.4,celsius
GrainTemp26,2024-05-15 15:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp27,2024-05-15 15:00:00,Silo9,graintemperature,5.1,celsius
GrainTemp25,2024-05-15 16:00:00,Silo9,graintemperature,3.2,celsius
GrainTemp26,2024-05-15 16:00:00,Silo9,graintemperature,14.6,celsius
GrainTemp27,2024-05-15 16:00:00,Silo9,graintemperature,6.9,celsius
GrainTemp25,2024-05-15 17:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp26,2024-05-15 17:00:00,Silo9,graintemperature,6.3,celsius
GrainTemp27,2024-05-15 17:00:00,Silo9,graintemperature,13.1,celsius
Temp9,2024-05-16 08:00:00,Silo9,temperature,11.4,celsius
Humd9,2024-05-16 08:00:00,Silo9,humidity,8.5,percentage
InTemp9,2024-05-16 08:00:00,Silo9,intemperature,14.4,celsius
Temp9,2024-05-16 14:00:00,Silo9,temperature,18.0,celsius
Humd9,2024-05-16 14:00:00,Silo9,humidity,21.0,percentage
InTemp9,2024-05-16 14:00:00,Silo9,intemperature,16.3,celsius
GrainTemp25,2024-05-16 08:00:00,Silo9,graintemperature,11.6,celsius
GrainTemp26,2024-05-16 08:00:00,Silo9,graintemperature,14.3,celsius
GrainTemp27,2024-05-16 08:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp25,2024-05-16 09:00:00,Silo9,graintemperature,3.7,celsius
GrainTemp26,2024-05-16 09:00:00,Silo9,graintemperature,8.9,celsius
GrainTemp27,2024-05-16 09:00:00,Silo9,graintemperature,2.3,celsius
GrainTemp25,2024-05-16 10:00:00,Silo9,graintemperature,11.5,celsius
GrainTemp26,2024-05-16 10:00:00,Silo9,graintemperature,9.9,celsius
GrainTemp27,2024-05-16 10:00:00,Silo9,graintemperature,3.7,celsius
GrainTemp25,2024-05-16 11:00:00,Silo9,graintemperature,6.9,celsius
GrainTemp26,2024-05-16 11:00:00,Silo9,graintemperature,7.4,celsius
GrainTemp27,2024-05-16 11:00:00,Silo9,graintemperature,1.7,celsius
GrainTemp25,2024-05-16 12:00:00,Silo9,graintemperature,1.9,celsius
GrainTemp26,2024-05-16 12:00:00,Silo9,graintemperature,11.9,celsius
GrainTemp27,2024-05-16 12:00:00,Silo9,graintemperature,14.9,celsius
GrainTemp25,2024-05-16 13:00:00,Silo9,graintemperature,2.6,celsius
GrainTemp26,2024-05-16 13:00:00,Silo9,graintemperature,1.1,celsius
GrainTemp27,2024-05-16 13:00:00,Silo9,graintemperature,14.5,celsius
GrainTemp25,2024-05-16 14:00:00,Silo9,graintemperature,2.2,celsius
GrainTemp26,2024-05-16 14:00:00,Silo9,graintemperature,6.3,celsius
GrainTemp27,2024-05-16 14:00:00,Silo9,graintemperature,13.4,celsius
GrainTemp25,2024-05-16 15:00:00,Silo9,graintemperature,2.5,celsius
GrainTemp26,2024-05-16 15:00:00,Silo9,graintemperature,3.2,celsius
GrainTemp27,2024-05-16 15:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp25,2024-05-16 16:00:00,Silo9,graintemperature,11.8,celsius
GrainTemp26,2024-05-16 16:00:00,Silo9,graintemperature,7.8,celsius
GrainTemp27,2024-05-16 16:00:00,Silo9,graintemperature,4.3,celsius
GrainTemp25,2024-05-16 17:00:00,Silo9,graintemperature,7.4,celsius
GrainTemp26,2024-05-16 17:00:00,Silo9,graintemperature,12.9,celsius
GrainTemp27,2024-05-16 17:00:00,Silo9,graintemperature,8.4,celsius
Temp9,2024-05-17 08:00:00,Silo9,temperature,20.2,celsius
Humd9,2024-05-17 08:00:00,Silo9,humidity,5.8,percentage
InTemp9,2024-05-17 08:00:00,Silo9,intemperature,6.8,celsius
Temp9,2024-05-17 14:00:00,Silo9,temperature,18.5,celsius
Humd9,2024-05-17 14:00:00,Silo9,humidity,31.8,percentage
InTemp9,2024-05-17 14:00:00,Silo9,intemperature,20.5,celsius
GrainTemp25,2024-05-17 08:00:00,Silo9,graintemperature,12.4,celsius
GrainTemp26,2024-05-17 08:00:00,Silo9,graintemperature,7.7,celsius
GrainTemp27,2024-05-17 08:00:00,Silo9,graintemperature,6.2,celsius
GrainTemp25,2024-05-17 09:00:00,Silo9,graintemperature,6.3,celsius
GrainTemp26,2024-05-17 09:00:00,Silo9,graintemperature,11.4,celsius
GrainTemp27,2024-05-17 09:00:00,Silo9,graintemperature,10.5,celsius
GrainTemp25,2024-05-17 10:00:00,Silo9,graintemperature,1.3,celsius
GrainTemp26,2024-05-17 10:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp27,2024-05-17 10:00:00,Silo9,graintemperature,7.7,celsius
GrainTemp25,2024-05-17 11:00:00,Silo9,graintemperature,14.4,celsius
GrainTemp26,2024-05-17 11:00:00,Silo9,graintemperature,3.2,celsius
GrainTemp27,2024-05-17 11:00:00,Silo9,graintemperature,10.3,celsius
GrainTemp25,2024-05-17 12:00:00,Silo9,graintemperature,12.5,celsius
GrainTemp26,2024-05-17 12:00:00,Silo9,graintemperature,13.0,celsius
GrainTemp27,2024-05-17 12:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp25,2024-05-17 13:00:00,Silo9,graintemperature,6.6,celsius
GrainTemp26,2024-05-17 13:00:00,Silo9,graintemperature,7.8,celsius
GrainTemp27,2024-05-17 13:00:00,Silo9,graintemperature,13.2,celsius
GrainTemp25,2024-05-17 14:00:00,Silo9,graintemperature,4.0,celsius
GrainTemp26,2024-05-17 14:00:00,Silo9,graintemperature,5.3,celsius
GrainTemp27,2024-05-17 14:00:00,Silo9,graintemperature,14.9,celsius
GrainTemp25,2024-05-17 15:00:00,Silo9,graintemperature,14.9,celsius
GrainTemp26,2024-05-17 15:00:00,Silo9,graintemperature,13.7,celsius
GrainTemp27,2024-05-17 15:00:00,Silo9,graintemperature,5.5,celsius
GrainTemp25,2024-05-17 16:00:00,Silo9,graintemperature,5.6,celsius
GrainTemp26,2024-05-17 16:00:00,Silo9,graintemperature,1.8,celsius
GrainTemp27,2024-05-17 16:00:00,Silo9,graintemperature,11.2,celsius
GrainTemp25,2024-05-17 17:00:00,Silo9,graintemperature,3.8,celsius
GrainTemp26,2024-05-17 17:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp27,2024-05-17 17:00:00,Silo9,graintemperature,2.2,celsius
Temp9,2024-05-18 08:00:00,Silo9,temperature,15.8,celsius
Humd9,2024-05-18 08:00:00,Silo9,humidity,30.3,percentage
InTemp9,2024-05-18 08:00:00,Silo9,intemperature,10.2,celsius
Temp9,2024-05-18 14:00:00,Silo9,temperature,19.7,celsius
Humd9,2024-05-18 14:00:00,Silo9,humidity,18.8,percentage
InTemp9,2024-05-18 14:00:00,Silo9,intemperature,22.4,celsius
GrainTemp25,2024-05-18 08:00:00,Silo9,graintemperature,4.3,celsius
GrainTemp26,2024-05-18 08:00:00,Silo9,graintemperature,12.4,celsius
GrainTemp27,2024-05-18 08:00:00,Silo9,graintemperature,1.7,celsius
GrainTemp25,2024-05-18 09:00:00,Silo9,graintemperature,3.2,celsius
GrainTemp26,2024-05-18 09:00:00,Silo9,graintemperature,13.5,celsius
GrainTemp27,2024-05-18 09:00:00,Silo9,graintemperature,12.7,celsius
GrainTemp25,2024-05-18 10:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp26,2024-05-18 10:00:00,Silo9,graintemperature,2.6,celsius
GrainTemp27,2024-05-18 10:00:00,Silo9,graintemperature,13.1,celsius
GrainTemp25,2024-05-18 11:00:00,Silo9,graintemperature,11.0,celsius
GrainTemp26,2024-05-18 11:00:00,Silo9,graintemperature,7.6,celsius
GrainTemp27,2024-05-18 11:00:00,Silo9,graintemperature,14.3,celsius
GrainTemp25,2024-05-18 12:00:00,Silo9,graintemperature,1.6,celsius
GrainTemp26,2024-05-18 12:00:00,Silo9,graintemperature,9.7,celsius
GrainTemp27,2024-05-18 12:00:00,Silo9,graintemperature,1.5,celsius
GrainTemp25,2024-05-18 13:00:00,Silo9,graintemperature,13.3,celsius
GrainTemp26,2024-05-18 13:00:00,Silo9,graintemperature,5.4,celsius
GrainTemp27,2024-05-18 13:00:00,Silo9,graintemperature,2.5,celsius
GrainTemp25,2024-05-18 14:00:00,Silo9,graintemperature,11.5,celsius
GrainTemp26,2024-05-18 14:00:00,Silo9,graintemperature,4.5,celsius
GrainTemp27,2024-05-18 14:00:00,Silo9,graintemperature,3.9,celsius
GrainTemp25,2024-05-18 15:00:00,Silo9,graintemperature,13.6,celsius
GrainTemp26,2024-05-18 15:00:00,Silo9,graintemperature,3.6,celsius
GrainTemp27,2024-05-18 15:00:00,Silo9,graintemperature,2.3,celsius
GrainTemp25,2024-05-18 16:00:00,Silo9,graintemperature,6.8,celsius
GrainTemp26,2024-05-18 16:00:00,Silo9,graintemperature,9.2,celsius
GrainTemp27,2024-05-18 16:00:00,Silo9,graintemperature,14.2,celsius
GrainTemp25,2024-05-18 17:00:00,Silo9,graintemperature,8.1,celsius
GrainTemp26,2024-05-18 17:00:00,Silo9,graintemperature,10.5,celsius
GrainTemp27,2024-05-18 17:00:00,Silo9,graintemperature,5.2,celsius
Temp9,2024-05-19 08:00:00,Silo9,temperature,22.1,celsius
Humd9,2024-05-19 08:00:00,Silo9,humidity,20.1,percentage
InTemp9,2024-05-19 08:00:00,Silo9,intemperature,13.0,celsius
Temp9,2024-05-19 14:00:00,Silo9,temperature,18.7,celsius
Humd9,2024-05-19 14:00:00,Silo9,humidity,28.0,percentage
InTemp9,2024-05-19 14:00:00,Silo9,intemperature,24.2,celsius
GrainTemp25,2024-05-19 08:00:00,Silo9,graintemperature,11.2,celsius
GrainTemp26,2024-05-19 08:00:00,Silo9,graintemperature,14.1,celsius
GrainTemp27,2024-05-19 08:00:00,Silo9,graintemperature,11.8,celsius
GrainTemp25,2024-05-19 09:00:00,Silo9,graintemperature,3.7,celsius
GrainTemp26,2024-05-19 09:00:00,Silo9,graintemperature,10.3,celsius
GrainTemp27,2024-05-19 09:00:00,Silo9,graintemperature,8.4,celsius
GrainTemp25,2024-05-19 10:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp26,2024-05-19 10:00:00,Silo9,graintemperature,8.5,celsius
GrainTemp27,2024-05-19 10:00:00,Silo9,graintemperature,9.4,celsius
GrainTemp25,2024-05-19 11:00:00,Silo9,graintemperature,6.5,celsius
GrainTemp26,2024-05-19 11:00:00,Silo9,graintemperature,3.0,celsius
GrainTemp27,2024-05-19 11:00:00,Silo9,graintemperature,1.1,celsius
GrainTemp25,2024-05-19 12:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp26,2024-05-19 12:00:00,Silo9,graintemperature,7.9,celsius
GrainTemp27,2024-05-19 12:00:00,Silo9,graintemperature,14.3,celsius
GrainTemp25,2024-05-19 13:00:00,Silo9,graintemperature,12.2,celsius
GrainTemp26,2024-05-19 13:00:00,Silo9,graintemperature,1.5,celsius
GrainTemp27,2024-05-19 13:00:00,Silo9,graintemperature,5.8,celsius
GrainTemp25,2024-05-19 14:00:00,Silo9,graintemperature,5.5,celsius
GrainTemp26,2024-05-19 14:00:00,Silo9,graintemperature,14.2,celsius
GrainTemp27,2024-05-19 14:00:00,Silo9,graintemperature,4.5,celsius
GrainTemp25,2024-05-19 15:00:00,Silo9,graintemperature,1.5,celsius
GrainTemp26,2024-05-19 15:00:00,Silo9,graintemperature,3.5,celsius
GrainTemp27,2024-05-19 15:00:00,Silo9,graintemperature,12.2,celsius
GrainTemp25,2024-05-19 16:00:00,Silo9,graintemperature,4.1,celsius
GrainTemp26,2024-05-19 16:00:00,Silo9,graintemperature,10.6,celsius
GrainTemp27,2024-05-19 16:00:00,Silo9,graintemperature,6.0,celsius
GrainTemp25,2024-05-19 17:00:00,Silo9,graintemperature,4.0,celsius
GrainTemp26,2024-05-19 17:00:00,Silo9,graintemperature,8.2,celsius
GrainTemp27,2024-05-19 17:00:00,Silo9,graintemperature,8.1,celsius
Temp9,2024-05-20 08:00:00,Silo9,temperature,22.6,celsius
Humd9,2024-05-20 08:00:00,Silo9,humidity,27.5,percentage
InTemp9,2024-05-20 08:00:00,Silo9,intemperature,24.0,celsius
Temp9,2024-05-20 14:00:00,Silo9,temperature,19.0,celsius
Humd9,2024-05-20 14:00:00,Silo9,humidity,19.9,percentage
InTemp9,2024-05-20 14:00:00,Silo9,intemperature,19.1,celsius
GrainTemp25,2024-05-20 08:00:00,Silo9,graintemperature,12.2,celsius
GrainTemp26,2024-05-20 08:00:00,Silo9,graintemperature,12.7,celsius
GrainTemp27,2024-05-20 08:00:00,Silo9,graintemperature,5.9,celsius
GrainTemp25,2024-05-20 09:00:00,Silo9,graintemperature,5.3,celsius
GrainTemp26,2024-05-20 09:00:00,Silo9,graintemperature,1.2,celsius
GrainTemp27,2024-05-20 09:00:00,Silo9,graintemperature,5.6,celsius
GrainTemp25,2024-05-20 10:00:00,Silo9,graintemperature,11.9,celsius
GrainTemp26,2024-05-20 10:00:00,Silo9,graintemperature,5.3,celsius
GrainTemp27,2024-05-20 10:00:00,Silo9,graintemperature,11.1,celsius
GrainTemp25,2024-05-20 11:00:00,Silo9,graintemperature,3.0,celsius
GrainTemp26,2024-05-20 11:00:00,Silo9,graintemperature,4.5,celsius
GrainTemp27,2024-05-20 11:00:00,Silo9,graintemperature,7.5,celsius
GrainTemp25,2024-05-20 12:00:00,Silo9,graintemperature,13.9,celsius
GrainTemp26,2024-05-20 12:00:00,Silo9,graintemperature,9.9,celsius
GrainTemp27,2024-05-20 12:00:00,Silo9,graintemperature,5.5,celsius
GrainTemp25,2024-05-20 13:00:00,Silo9,graintemperature,13.8,celsius
GrainTemp26,2024-05-20 13:00:00,Silo9,graintemperature,8.8,celsius
GrainTemp27,2024-05-20 13:00:00,Silo9,graintemperature,6.6,celsius
GrainTemp25,2024-05-20 14:00:00,Silo9,graintemperature,7.7,celsius
GrainTemp26,2024-05-20 14:00:00,Silo9,graintemperature,9.1,celsius
GrainTemp27,2024-05-20 14:00:00,Silo9,graintemperature,8.0,celsius
GrainTemp25,2024-05-20 15:00:00,Silo9,graintemperature,4.3,celsius
GrainTemp26,2024-05-20 15:00:00,Silo9,graintemperature,8.5,celsius
GrainTemp27,2024-05-20 15:00:00,Silo9,graintemperature,14.5,celsius
GrainTemp25,2024-05-20 16:00:00,Silo9,graintemperature,4.4,celsius
GrainTemp26,2024-05-20 16:00:00,Silo9,graintemperature,5.2,celsius
