Object_id,Timestamp,Ocel_changed_field,RFID tag,PickupPlanID,CargoID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal
tr41,2024-05-20 16:00:24,Pickup Plan ID,,Pcp2,,,,,,,
tr41,2024-05-20 16:00:24,Scheduled Pickup Weight,,,,,,9528.5,,,
tr41,2024-05-20 16:00:24,Cargo ID,,,Cr11,,,,,,
tr33,2024-05-20 16:22:59,Truck Weight,,,,,,,,15187.8,
tr10,2024-05-20 16:36:19,Is_normal,,,,,,,,,abnormal
tr10,2024-05-20 16:36:19,Truck Status,,,,,,,Available,,
tr20,2024-05-20 16:47:19,Truck Status,,,,,,,Occupied,,
tr20,2024-05-20 16:47:19,Pickup Plan ID,,Pcp1,,,,,,,
tr20,2024-05-20 16:47:19,Scheduled Pickup Weight,,,,,,9452.4,,,
tr20,2024-05-20 16:47:19,Cargo ID,,,Cr16,,,,,,
tr12,2024-05-20 16:50:53,Truck Weight,,,,,,,,12901.4,
tr36,2024-05-20 16:55:10,Truck Weight,,,,,,,,13293.9,
tr3,2024-05-20 16:58:03,Truck Weight,,,,,,,,13920.7,
tr2,2024-05-20 17:16:38,Is_normal,,,,,,,,,normal
tr4,2024-05-20 17:43:02,Truck Weight,,,,,,,,16121.3,
tr18,2024-05-20 18:03:27,Truck Status,,,,,,,Occupied,,
tr18,2024-05-20 18:03:27,Pickup Plan ID,,Pcp2,,,,,,,
tr18,2024-05-20 18:03:27,Scheduled Pickup Weight,,,,,,9556.7,,,
tr18,2024-05-20 18:03:27,Cargo ID,,,Cr11,,,,,,
tr9,2024-05-20 18:15:39,Truck Weight,,,,,,,,20480.3,
tr46,2024-05-20 18:21:15,Truck Weight,,,,,,,,15057.3,
tr13,2024-05-20 18:40:16,Is_normal,,,,,,,,,normal
tr34,2024-05-21 07:34:59,Truck Weight,,,,,,,,14686.2,
tr37,2024-05-21 07:47:51,Is_normal,,,,,,,,,abnormal
tr37,2024-05-21 07:47:51,Truck Status,,,,,,,Available,,
tr8,2024-05-21 08:01:56,Truck Status,,,,,,,Occupied,,
tr8,2024-05-21 08:01:56,Pickup Plan ID,,Pcp7,,,,,,,
tr8,2024-05-21 08:01:56,Scheduled Pickup Weight,,,,,,9451.1,,,
tr8,2024-05-21 08:01:56,Cargo ID,,,Cr10,,,,,,
tr33,2024-05-21 08:24:28,Is_normal,,,,,,,,,abnormal
tr33,2024-05-21 08:24:28,Truck Status,,,,,,,Available,,
tr15,2024-05-21 08:31:56,Truck Weight,,,,,,,,21175.9,
tr3,2024-05-21 09:19:23,Is_normal,,,,,,,,,abnormal
tr3,2024-05-21 09:19:23,Truck Status,,,,,,,Available,,
tr46,2024-05-21 09:23:38,Is_normal,,,,,,,,,abnormal
tr46,2024-05-21 09:23:38,Truck Status,,,,,,,Available,,
tr49,2024-05-21 09:26:21,Truck Status,,,,,,,Occupied,,
tr49,2024-05-21 09:26:21,Pickup Plan ID,,Pcp2,,,,,,,
tr49,2024-05-21 09:26:21,Scheduled Pickup Weight,,,,,,9391.5,,,
tr49,2024-05-21 09:26:21,Cargo ID,,,Cr11,,,,,,
tr10,2024-05-21 09:39:22,Truck Status,,,,,,,Occupied,,
tr10,2024-05-21 09:39:22,Pickup Plan ID,,Pcp1,,,,,,,
tr10,2024-05-21 09:39:22,Scheduled Pickup Weight,,,,,,9393.9,,,
tr10,2024-05-21 09:39:22,Cargo ID,,,Cr16,,,,,,
tr47,2024-05-21 09:44:44,Truck Weight,,,,,,,,11847.6,
tr34,2024-05-21 09:47:05,Is_normal,,,,,,,,,abnormal
tr34,2024-05-21 09:47:05,Truck Status,,,,,,,Available,,
tr42,2024-05-21 09:55:31,Truck Weight,,,,,,,,11172.1,
tr4,2024-05-21 09:58:39,Is_normal,,,,,,,,,abnormal
tr4,2024-05-21 09:58:39,Truck Status,,,,,,,Available,,
tr45,2024-05-21 10:06:55,Truck Weight,,,,,,,,22350.1,
tr33,2024-05-21 10:12:32,Truck Status,,,,,,,Occupied,,
tr33,2024-05-21 10:12:32,Pickup Plan ID,,Pcp8,,,,,,,
tr33,2024-05-21 10:12:32,Scheduled Pickup Weight,,,,,,9390.9,,,
tr33,2024-05-21 10:12:32,Cargo ID,,,Cr4,,,,,,
tr40,2024-05-21 10:18:32,Truck Weight,,,,,,,,16484.4,
tr12,2024-05-21 10:21:59,Is_normal,,,,,,,,,normal
tr15,2024-05-21 10:36:32,Truck Status,,,,,,,Available,,
tr3,2024-05-21 10:37:07,Truck Status,,,,,,,Occupied,,
tr3,2024-05-21 10:37:07,Pickup Plan ID,,Pcp3,,,,,,,
tr3,2024-05-21 10:37:07,Scheduled Pickup Weight,,,,,,9270.5,,,
tr3,2024-05-21 10:37:07,Cargo ID,,,Cr1,,,,,,
tr44,2024-05-21 10:48:58,Truck Weight,,,,,,,,14501.9,
tr22,2024-05-21 10:50:16,Truck Weight,,,,,,,,16225.5,
tr17,2024-05-21 11:05:46,Truck Weight,,,,,,,,20458.1,
tr41,2024-05-21 11:08:03,Truck Weight,,,,,,,,14889.3,
tr46,2024-05-21 11:10:09,Truck Status,,,,,,,Occupied,,
tr46,2024-05-21 11:10:09,Pickup Plan ID,,Pcp4,,,,,,,
tr46,2024-05-21 11:10:09,Scheduled Pickup Weight,,,,,,9389.6,,,
tr46,2024-05-21 11:10:09,Cargo ID,,,Cr7,,,,,,
tr36,2024-05-21 11:10:13,Is_normal,,,,,,,,,normal
tr45,2024-05-21 11:11:09,Truck Status,,,,,,,Available,,
tr26,2024-05-21 11:16:35,Truck Status,,,,,,,Occupied,,
tr26,2024-05-21 11:16:35,Pickup Plan ID,,Pcp10,,,,,,,
tr26,2024-05-21 11:16:35,Scheduled Pickup Weight,,,,,,9339.5,,,
tr26,2024-05-21 11:16:35,Cargo ID,,,Cr18,,,,,,
tr24,2024-05-21 11:24:41,Truck Weight,,,,,,,,13505.4,
tr37,2024-05-21 11:25:52,Truck Status,,,,,,,Occupied,,
tr37,2024-05-21 11:25:52,Pickup Plan ID,,Pcp8,,,,,,,
tr37,2024-05-21 11:25:52,Scheduled Pickup Weight,,,,,,9332.5,,,
tr37,2024-05-21 11:25:52,Cargo ID,,,Cr4,,,,,,
tr17,2024-05-21 11:38:39,Truck Status,,,,,,,Available,,
tr47,2024-05-21 11:39:52,Is_normal,,,,,,,,,normal
tr25,2024-05-21 11:43:34,Truck Weight,,,,,,,,16203.9,
tr48,2024-05-21 11:48:21,Truck Weight,,,,,,,,12802.5,
tr4,2024-05-21 11:50:45,Truck Status,,,,,,,Occupied,,
tr4,2024-05-21 11:50:45,Pickup Plan ID,,Pcp4,,,,,,,
tr4,2024-05-21 11:50:45,Scheduled Pickup Weight,,,,,,9452.9,,,
tr4,2024-05-21 11:50:45,Cargo ID,,,Cr7,,,,,,
tr35,2024-05-21 11:54:24,Truck Weight,,,,,,,,14624.2,
tr40,2024-05-21 11:58:14,Is_normal,,,,,,,,,abnormal
tr40,2024-05-21 11:58:14,Truck Status,,,,,,,Available,,
tr31,2024-05-21 13:06:22,Truck Weight,,,,,,,,21027.9,
tr8,2024-05-21 13:12:23,Truck Weight,,,,,,,,15880.7,
tr22,2024-05-21 13:36:04,Is_normal,,,,,,,,,abnormal
tr22,2024-05-21 13:36:04,Truck Status,,,,,,,Available,,
tr41,2024-05-21 13:36:04,Is_normal,,,,,,,,,abnormal
tr41,2024-05-21 13:36:04,Truck Status,,,,,,,Available,,
tr23,2024-05-21 13:40:59,Truck Weight,,,,,,,,16271.0,
tr31,2024-05-21 13:56:53,Truck Status,,,,,,,Available,,
tr6,2024-05-21 14:00:09,Truck Weight,,,,,,,,11380.7,
tr32,2024-05-21 14:09:00,Truck Weight,,,,,,,,14383.5,
tr34,2024-05-21 14:22:45,Truck Status,,,,,,,Occupied,,
tr34,2024-05-21 14:22:45,Pickup Plan ID,,Pcp1,,,,,,,
tr34,2024-05-21 14:22:45,Scheduled Pickup Weight,,,,,,9398.7,,,
tr34,2024-05-21 14:22:45,Cargo ID,,,Cr16,,,,,,
tr15,2024-05-21 14:23:28,Truck Status,,,,,,,Occupied,,
tr15,2024-05-21 14:23:28,Pickup Plan ID,,Pcp10,,,,,,,
tr15,2024-05-21 14:23:28,Scheduled Pickup Weight,,,,,,9387.3,,,
tr15,2024-05-21 14:23:28,Cargo ID,,,Cr18,,,,,,
tr25,2024-05-21 14:28:27,Is_normal,,,,,,,,,abnormal
tr25,2024-05-21 14:28:27,Truck Status,,,,,,,Available,,
tr30,2024-05-21 14:45:08,Truck Weight,,,,,,,,14120.2,
tr8,2024-05-21 14:45:15,Is_normal,,,,,,,,,abnormal
tr8,2024-05-21 14:45:15,Truck Status,,,,,,,Available,,
tr35,2024-05-21 14:46:33,Is_normal,,,,,,,,,abnormal
tr35,2024-05-21 14:46:33,Truck Status,,,,,,,Available,,
tr44,2024-05-21 14:48:40,Is_normal,,,,,,,,,abnormal
tr44,2024-05-21 14:48:40,Truck Status,,,,,,,Available,,
tr42,2024-05-21 14:52:00,Is_normal,,,,,,,,,normal
tr23,2024-05-21 14:59:26,Is_normal,,,,,,,,,abnormal
tr23,2024-05-21 14:59:26,Truck Status,,,,,,,Available,,
tr6,2024-05-21 14:59:49,Is_normal,,,,,,,,,normal
tr45,2024-05-21 15:18:33,Truck Status,,,,,,,Occupied,,
tr45,2024-05-21 15:18:33,Pickup Plan ID,,Pcp2,,,,,,,
tr45,2024-05-21 15:18:33,Scheduled Pickup Weight,,,,,,9481.4,,,
tr45,2024-05-21 15:18:33,Cargo ID,,,Cr11,,,,,,
tr40,2024-05-21 15:24:52,Truck Status,,,,,,,Occupied,,
tr40,2024-05-21 15:24:52,Pickup Plan ID,,Pcp1,,,,,,,
tr40,2024-05-21 15:24:52,Scheduled Pickup Weight,,,,,,9481.8,,,
tr40,2024-05-21 15:24:52,Cargo ID,,,Cr16,,,,,,
tr32,2024-05-21 15:43:40,Is_normal,,,,,,,,,abnormal
tr32,2024-05-21 15:43:40,Truck Status,,,,,,,Available,,
tr48,2024-05-21 15:44:22,Is_normal,,,,,,,,,normal
tr17,2024-05-21 15:49:20,Truck Status,,,,,,,Occupied,,
tr17,2024-05-21 15:49:20,Pickup Plan ID,,Pcp2,,,,,,,
tr17,2024-05-21 15:49:20,Scheduled Pickup Weight,,,,,,9459.0,,,
tr17,2024-05-21 15:49:20,Cargo ID,,,Cr11,,,,,,
tr24,2024-05-21 15:49:54,Is_normal,,,,,,,,,abnormal
tr24,2024-05-21 15:49:54,Truck Status,,,,,,,Available,,
tr41,2024-05-21 15:50:18,Truck Status,,,,,,,Occupied,,
tr41,2024-05-21 15:50:18,Pickup Plan ID,,Pcp10,,,,,,,
tr41,2024-05-21 15:50:18,Scheduled Pickup Weight,,,,,,9228.7,,,
tr41,2024-05-21 15:50:18,Cargo ID,,,Cr18,,,,,,
tr1,2024-05-21 15:51:01,Truck Weight,,,,,,,,15925.0,
tr18,2024-05-21 16:07:30,Truck Weight,,,,,,,,15461.2,
tr8,2024-05-21 16:27:39,Truck Status,,,,,,,Occupied,,
tr8,2024-05-21 16:27:39,Pickup Plan ID,,Pcp8,,,,,,,
tr8,2024-05-21 16:27:39,Scheduled Pickup Weight,,,,,,9307.0,,,
tr8,2024-05-21 16:27:39,Cargo ID,,,Cr4,,,,,,
tr30,2024-05-21 16:31:55,Is_normal,,,,,,,,,abnormal
tr30,2024-05-21 16:31:55,Truck Status,,,,,,,Available,,
tr35,2024-05-21 16:33:20,Truck Status,,,,,,,Occupied,,
tr35,2024-05-21 16:33:20,Pickup Plan ID,,Pcp3,,,,,,,
tr35,2024-05-21 16:33:20,Scheduled Pickup Weight,,,,,,9333.8,,,
tr35,2024-05-21 16:33:20,Cargo ID,,,Cr1,,,,,,
tr43,2024-05-21 16:48:59,Truck Weight,,,,,,,,16412.9,
tr25,2024-05-21 16:54:08,Truck Status,,,,,,,Occupied,,
tr25,2024-05-21 16:54:08,Pickup Plan ID,,Pcp8,,,,,,,
tr25,2024-05-21 16:54:08,Scheduled Pickup Weight,,,,,,9345.3,,,
tr25,2024-05-21 16:54:08,Cargo ID,,,Cr4,,,,,,
tr10,2024-05-21 16:57:25,Truck Weight,,,,,,,,13237.6,
tr3,2024-05-21 18:34:30,Truck Weight,,,,,,,,14958.0,
tr50,2024-05-21 19:18:40,Truck Weight,,,,,,,,20691.7,
tr11,2024-05-22 07:26:38,Truck Weight,,,,,,,,15031.7,
tr39,2024-05-22 07:36:05,Truck Weight,,,,,,,,11771.6,
tr4,2024-05-22 07:36:25,Truck Weight,,,,,,,,11107.0,
tr9,2024-05-22 07:45:43,Truck Status,,,,,,,Available,,
tr38,2024-05-22 07:54:41,Truck Weight,,,,,,,,13781.9,
tr18,2024-05-22 07:57:42,Is_normal,,,,,,,,,abnormal
tr18,2024-05-22 07:57:42,Truck Status,,,,,,,Available,,
tr16,2024-05-22 08:08:57,Truck Weight,,,,,,,,12927.1,
tr24,2024-05-22 08:10:21,Truck Status,,,,,,,Occupied,,
tr24,2024-05-22 08:10:21,Pickup Plan ID,,Pcp4,,,,,,,
tr24,2024-05-22 08:10:21,Scheduled Pickup Weight,,,,,,9502.7,,,
tr24,2024-05-22 08:10:21,Cargo ID,,,Cr7,,,,,,
tr22,2024-05-22 08:14:50,Truck Status,,,,,,,Occupied,,
tr22,2024-05-22 08:14:50,Pickup Plan ID,,Pcp7,,,,,,,
tr22,2024-05-22 08:14:50,Scheduled Pickup Weight,,,,,,9535.0,,,
tr22,2024-05-22 08:14:50,Cargo ID,,,Cr10,,,,,,
tr1,2024-05-22 08:15:31,Is_normal,,,,,,,,,abnormal
tr1,2024-05-22 08:15:31,Truck Status,,,,,,,Available,,
tr37,2024-05-22 08:21:26,Truck Weight,,,,,,,,13978.0,
tr43,2024-05-22 08:30:53,Is_normal,,,,,,,,,abnormal
tr43,2024-05-22 08:30:53,Truck Status,,,,,,,Available,,
tr44,2024-05-22 08:43:08,Truck Status,,,,,,,Occupied,,
tr44,2024-05-22 08:43:08,Pickup Plan ID,,Pcp8,,,,,,,
tr44,2024-05-22 08:43:08,Scheduled Pickup Weight,,,,,,9407.8,,,
tr44,2024-05-22 08:43:08,Cargo ID,,,Cr4,,,,,,
tr31,2024-05-22 08:57:52,Truck Status,,,,,,,Occupied,,
tr31,2024-05-22 08:57:52,Pickup Plan ID,,Pcp4,,,,,,,
tr31,2024-05-22 08:57:52,Scheduled Pickup Weight,,,,,,9468.9,,,
tr31,2024-05-22 08:57:52,Cargo ID,,,Cr7,,,,,,
tr5,2024-05-22 08:58:59,Truck Weight,,,,,,,,20880.9,
tr12,2024-05-22 09:08:47,Truck Weight,,,,,,,,22402.3,
tr46,2024-05-22 09:17:13,Truck Weight,,,,,,,,12217.1,
tr11,2024-05-22 09:18:43,Is_normal,,,,,,,,,abnormal
tr11,2024-05-22 09:18:43,Truck Status,,,,,,,Available,,
tr30,2024-05-22 09:25:23,Truck Status,,,,,,,Occupied,,
tr30,2024-05-22 09:25:23,Pickup Plan ID,,Pcp10,,,,,,,
tr30,2024-05-22 09:25:23,Scheduled Pickup Weight,,,,,,9246.9,,,
tr30,2024-05-22 09:25:23,Cargo ID,,,Cr18,,,,,,
tr49,2024-05-22 09:38:51,Truck Weight,,,,,,,,11083.5,
tr10,2024-05-22 09:44:38,Is_normal,,,,,,,,,abnormal
tr10,2024-05-22 09:44:38,Truck Status,,,,,,,Available,,
tr32,2024-05-22 09:47:39,Truck Status,,,,,,,Occupied,,
tr32,2024-05-22 09:47:39,Pickup Plan ID,,Pcp3,,,,,,,
tr32,2024-05-22 09:47:39,Scheduled Pickup Weight,,,,,,9380.1,,,
tr32,2024-05-22 09:47:39,Cargo ID,,,Cr1,,,,,,
tr3,2024-05-22 09:56:23,Is_normal,,,,,,,,,abnormal
tr3,2024-05-22 09:56:23,Truck Status,,,,,,,Available,,
tr37,2024-05-22 09:57:30,Is_normal,,,,,,,,,abnormal
tr37,2024-05-22 09:57:30,Truck Status,,,,,,,Available,,
tr27,2024-05-22 09:57:41,Truck Weight,,,,,,,,14194.2,
tr43,2024-05-22 10:14:41,Truck Status,,,,,,,Occupied,,
tr43,2024-05-22 10:14:41,Pickup Plan ID,,Pcp3,,,,,,,
tr43,2024-05-22 10:14:41,Scheduled Pickup Weight,,,,,,9329.4,,,
tr43,2024-05-22 10:14:41,Cargo ID,,,Cr1,,,,,,
tr26,2024-05-22 10:24:33,Truck Weight,,,,,,,,15574.6,
tr23,2024-05-22 10:27:40,Truck Status,,,,,,,Occupied,,
tr23,2024-05-22 10:27:40,Pickup Plan ID,,Pcp10,,,,,,,
tr23,2024-05-22 10:27:40,Scheduled Pickup Weight,,,,,,9479.4,,,
tr23,2024-05-22 10:27:40,Cargo ID,,,Cr18,,,,,,
tr13,2024-05-22 10:32:02,Truck Weight,,,,,,,,20527.1,
tr33,2024-05-22 10:32:48,Truck Weight,,,,,,,,11136.4,
tr9,2024-05-22 10:32:49,Truck Status,,,,,,,Occupied,,
tr9,2024-05-22 10:32:49,Pickup Plan ID,,Pcp2,,,,,,,
tr9,2024-05-22 10:32:49,Scheduled Pickup Weight,,,,,,9469.6,,,
tr9,2024-05-22 10:32:49,Cargo ID,,,Cr11,,,,,,
tr18,2024-05-22 10:38:51,Truck Status,,,,,,,Occupied,,
tr18,2024-05-22 10:38:51,Pickup Plan ID,,Pcp5,,,,,,,
tr18,2024-05-22 10:38:51,Scheduled Pickup Weight,,,,,,9338.6,,,
tr18,2024-05-22 10:38:51,Cargo ID,,,Cr9,,,,,,
tr12,2024-05-22 10:57:36,Truck Status,,,,,,,Available,,
tr11,2024-05-22 10:58:54,Truck Status,,,,,,,Occupied,,
tr11,2024-05-22 10:58:54,Pickup Plan ID,,Pcp7,,,,,,,
tr11,2024-05-22 10:58:54,Scheduled Pickup Weight,,,,,,9409.6,,,
tr11,2024-05-22 10:58:54,Cargo ID,,,Cr10,,,,,,
tr16,2024-05-22 11:10:59,Is_normal,,,,,,,,,abnormal
tr16,2024-05-22 11:10:59,Truck Status,,,,,,,Available,,
tr46,2024-05-22 11:21:24,Is_normal,,,,,,,,,normal
tr38,2024-05-22 11:22:46,Is_normal,,,,,,,,,abnormal
tr38,2024-05-22 11:22:46,Truck Status,,,,,,,Available,,
tr5,2024-05-22 11:23:10,Truck Status,,,,,,,Available,,
tr39,2024-05-22 11:52:21,Is_normal,,,,,,,,,normal
tr37,2024-05-22 11:58:49,Truck Status,,,,,,,Occupied,,
tr37,2024-05-22 11:58:49,Pickup Plan ID,,Pcp8,,,,,,,
tr37,2024-05-22 11:58:49,Scheduled Pickup Weight,,,,,,9436.5,,,
tr37,2024-05-22 11:58:49,Cargo ID,,,Cr4,,,,,,
tr4,2024-05-22 12:04:32,Is_normal,,,,,,,,,normal
tr26,2024-05-22 12:04:38,Is_normal,,,,,,,,,abnormal
tr26,2024-05-22 12:04:38,Truck Status,,,,,,,Available,,
tr49,2024-05-22 12:18:05,Is_normal,,,,,,,,,normal
tr10,2024-05-22 12:19:31,Truck Status,,,,,,,Occupied,,
tr10,2024-05-22 12:19:31,Pickup Plan ID,,Pcp4,,,,,,,
tr10,2024-05-22 12:19:31,Scheduled Pickup Weight,,,,,,9350.1,,,
tr10,2024-05-22 12:19:31,Cargo ID,,,Cr7,,,,,,
tr13,2024-05-22 12:21:10,Truck Status,,,,,,,Available,,
tr1,2024-05-22 13:24:31,Truck Status,,,,,,,Occupied,,
tr1,2024-05-22 13:24:31,Pickup Plan ID,,Pcp5,,,,,,,
tr1,2024-05-22 13:24:31,Scheduled Pickup Weight,,,,,,9377.8,,,
tr1,2024-05-22 13:24:31,Cargo ID,,,Cr9,,,,,,
tr28,2024-05-22 13:34:27,Truck Weight,,,,,,,,16302.7,
tr20,2024-05-22 13:48:14,Truck Weight,,,,,,,,12891.5,
tr3,2024-05-22 13:59:10,Truck Status,,,,,,,Occupied,,
tr3,2024-05-22 13:59:10,Pickup Plan ID,,Pcp7,,,,,,,
tr3,2024-05-22 13:59:10,Scheduled Pickup Weight,,,,,,9468.9,,,
tr3,2024-05-22 13:59:10,Cargo ID,,,Cr10,,,,,,
tr26,2024-05-22 14:02:48,Truck Status,,,,,,,Occupied,,
tr26,2024-05-22 14:02:48,Pickup Plan ID,,Pcp3,,,,,,,
tr26,2024-05-22 14:02:48,Scheduled Pickup Weight,,,,,,9358.4,,,
tr26,2024-05-22 14:02:48,Cargo ID,,,Cr1,,,,,,
tr34,2024-05-22 14:11:20,Truck Weight,,,,,,,,13189.4,
tr33,2024-05-22 14:17:59,Is_normal,,,,,,,,,normal
tr12,2024-05-22 14:33:07,Truck Status,,,,,,,Occupied,,
tr12,2024-05-22 14:33:07,Pickup Plan ID,,Pcp1,,,,,,,
tr12,2024-05-22 14:33:07,Scheduled Pickup Weight,,,,,,9292.7,,,
tr12,2024-05-22 14:33:07,Cargo ID,,,Cr16,,,,,,
tr21,2024-05-22 14:38:20,Truck Weight,,,,,,,,21791.2,
tr6,2024-05-22 14:38:29,Truck Weight,,,,,,,,20663.8,
tr27,2024-05-22 14:38:37,Is_normal,,,,,,,,,normal
tr5,2024-05-22 14:44:41,Truck Status,,,,,,,Occupied,,
tr5,2024-05-22 14:44:41,Pickup Plan ID,,Pcp8,,,,,,,
tr5,2024-05-22 14:44:41,Scheduled Pickup Weight,,,,,,9338.7,,,
tr5,2024-05-22 14:44:41,Cargo ID,,,Cr4,,,,,,
tr19,2024-05-22 14:52:52,Truck Weight,,,,,,,,22617.9,
tr38,2024-05-22 14:53:08,Truck Status,,,,,,,Occupied,,
tr38,2024-05-22 14:53:08,Pickup Plan ID,,Pcp5,,,,,,,
tr38,2024-05-22 14:53:08,Scheduled Pickup Weight,,,,,,9520.9,,,
tr38,2024-05-22 14:53:08,Cargo ID,,,Cr9,,,,,,
tr15,2024-05-22 14:56:53,Truck Weight,,,,,,,,13167.8,
tr28,2024-05-22 14:58:23,Is_normal,,,,,,,,,abnormal
tr28,2024-05-22 14:58:23,Truck Status,,,,,,,Available,,
tr16,2024-05-22 15:09:34,Truck Status,,,,,,,Occupied,,
tr16,2024-05-22 15:09:34,Pickup Plan ID,,Pcp7,,,,,,,
tr16,2024-05-22 15:09:34,Scheduled Pickup Weight,,,,,,9475.3,,,
tr16,2024-05-22 15:09:34,Cargo ID,,,Cr10,,,,,,
tr6,2024-05-22 15:22:22,Truck Status,,,,,,,Available,,
tr44,2024-05-22 15:25:37,Truck Weight,,,,,,,,13679.3,
tr24,2024-05-22 15:34:58,Truck Weight,,,,,,,,16269.4,
tr22,2024-05-22 15:49:41,Truck Weight,,,,,,,,12538.0,
tr21,2024-05-22 15:50:28,Truck Status,,,,,,,Available,,
tr34,2024-05-22 16:15:54,Is_normal,,,,,,,,,abnormal
tr34,2024-05-22 16:15:54,Truck Status,,,,,,,Available,,
tr13,2024-05-22 16:21:39,Truck Status,,,,,,,Occupied,,
tr13,2024-05-22 16:21:39,Pickup Plan ID,,Pcp5,,,,,,,
tr13,2024-05-22 16:21:39,Scheduled Pickup Weight,,,,,,9323.9,,,
tr13,2024-05-22 16:21:39,Cargo ID,,,Cr9,,,,,,
tr20,2024-05-22 16:25:51,Is_normal,,,,,,,,,normal
tr40,2024-05-22 16:48:43,Truck Weight,,,,,,,,15767.8,
tr6,2024-05-22 16:55:23,Truck Status,,,,,,,Occupied,,
tr6,2024-05-22 16:55:23,Pickup Plan ID,,Pcp3,,,,,,,
tr6,2024-05-22 16:55:23,Scheduled Pickup Weight,,,,,,9497.7,,,
tr6,2024-05-22 16:55:23,Cargo ID,,,Cr1,,,,,,
tr32,2024-05-22 16:56:15,Truck Weight,,,,,,,,16244.1,
tr28,2024-05-22 17:18:11,Truck Status,,,,,,,Occupied,,
tr28,2024-05-22 17:18:11,Pickup Plan ID,,Pcp8,,,,,,,
tr28,2024-05-22 17:18:11,Scheduled Pickup Weight,,,,,,9350.7,,,
tr28,2024-05-22 17:18:11,Cargo ID,,,Cr4,,,,,,
tr41,2024-05-22 17:49:37,Truck Weight,,,,,,,,13819.8,
tr15,2024-05-22 18:03:06,Is_normal,,,,,,,,,abnormal
tr15,2024-05-22 18:03:06,Truck Status,,,,,,,Available,,
tr24,2024-05-22 18:14:00,Is_normal,,,,,,,,,abnormal
tr24,2024-05-22 18:14:00,Truck Status,,,,,,,Available,,
tr44,2024-05-22 18:25:18,Is_normal,,,,,,,,,normal
tr30,2024-05-22 19:06:54,Truck Weight,,,,,,,,11888.6,
tr34,2024-05-22 19:07:43,Truck Status,,,,,,,Occupied,,
tr34,2024-05-22 19:07:43,Pickup Plan ID,,Pcp3,,,,,,,
tr34,2024-05-22 19:07:43,Scheduled Pickup Weight,,,,,,9408.4,,,
tr34,2024-05-22 19:07:43,Cargo ID,,,Cr1,,,,,,
tr19,2024-05-23 07:17:09,Truck Status,,,,,,,Available,,
tr7,2024-05-23 07:25:48,Truck Status,,,,,,,Available,,
tr22,2024-05-23 07:36:24,Is_normal,,,,,,,,,abnormal
tr22,2024-05-23 07:36:24,Truck Status,,,,,,,Available,,
tr2,2024-05-23 07:58:22,Truck Weight,,,,,,,,21621.6,
tr14,2024-05-23 08:06:54,Truck Weight,,,,,,,,21611.3,
tr10,2024-05-23 08:24:37,Truck Weight,,,,,,,,16436.2,
tr50,2024-05-23 08:43:49,Truck Status,,,,,,,Available,,
tr24,2024-05-23 09:21:20,Truck Status,,,,,,,Occupied,,
tr24,2024-05-23 09:21:20,Pickup Plan ID,,Pcp8,,,,,,,
tr24,2024-05-23 09:21:20,Scheduled Pickup Weight,,,,,,9458.5,,,
tr24,2024-05-23 09:21:20,Cargo ID,,,Cr4,,,,,,
tr40,2024-05-23 09:21:58,Is_normal,,,,,,,,,abnormal
tr40,2024-05-23 09:21:58,Truck Status,,,,,,,Available,,
tr14,2024-05-23 09:28:01,Truck Status,,,,,,,Available,,
tr30,2024-05-23 09:44:51,Is_normal,,,,,,,,,normal
tr29,2024-05-23 09:50:13,Truck Weight,,,,,,,,22713.0,
tr32,2024-05-23 10:05:08,Is_normal,,,,,,,,,abnormal
tr32,2024-05-23 10:05:08,Truck Status,,,,,,,Available,,
tr5,2024-05-23 10:09:42,Truck Weight,,,,,,,,14727.8,
tr11,2024-05-23 10:18:02,Truck Weight,,,,,,,,12345.2,
tr31,2024-05-23 10:20:47,Truck Weight,,,,,,,,11529.8,
tr7,2024-05-23 10:30:31,Truck Status,,,,,,,Occupied,,
tr7,2024-05-23 10:30:31,Pickup Plan ID,,Pcp8,,,,,,,
tr7,2024-05-23 10:30:31,Scheduled Pickup Weight,,,,,,9494.1,,,
tr7,2024-05-23 10:30:31,Cargo ID,,,Cr4,,,,,,
tr15,2024-05-23 10:31:49,Truck Status,,,,,,,Occupied,,
tr15,2024-05-23 10:31:49,Pickup Plan ID,,Pcp8,,,,,,,
tr15,2024-05-23 10:31:49,Scheduled Pickup Weight,,,,,,9532.4,,,
tr15,2024-05-23 10:31:49,Cargo ID,,,Cr4,,,,,,
tr5,2024-05-23 10:47:39,Is_normal,,,,,,,,,abnormal
tr5,2024-05-23 10:47:39,Truck Status,,,,,,,Available,,
tr40,2024-05-23 10:49:21,Truck Status,,,,,,,Occupied,,
tr40,2024-05-23 10:49:21,Pickup Plan ID,,Pcp10,,,,,,,
tr40,2024-05-23 10:49:21,Scheduled Pickup Weight,,,,,,9383.5,,,
tr40,2024-05-23 10:49:21,Cargo ID,,,Cr18,,,,,,
tr21,2024-05-23 10:55:45,Truck Status,,,,,,,Occupied,,
tr21,2024-05-23 10:55:45,Pickup Plan ID,,Pcp7,,,,,,,
tr21,2024-05-23 10:55:45,Scheduled Pickup Weight,,,,,,9501.3,,,
tr21,2024-05-23 10:55:45,Cargo ID,,,Cr10,,,,,,
